"id","class_id","preferred_label"
"\N","http://edamontology.org/data_0956","Data index report"
"\N","http://edamontology.org/data_0957","Database metadata"
"\N","http://edamontology.org/data_0958","Tool metadata"
"\N","http://edamontology.org/data_0959","Job metadata"
"\N","http://edamontology.org/data_0960","User metadata"
"\N","http://edamontology.org/data_0962","Small molecule report"
"\N","http://edamontology.org/data_0963","Cell line report"
"\N","http://edamontology.org/data_0964","Scent annotation"
"\N","http://edamontology.org/data_0966","Ontology term"
"\N","http://edamontology.org/data_0967","Ontology concept data"
"\N","http://edamontology.org/data_0968","Keyword"
"\N","http://edamontology.org/data_0970","Citation"
"\N","http://edamontology.org/data_0971","Article"
"\N","http://edamontology.org/data_0972","Text mining report"
"\N","http://edamontology.org/data_0974","Entity identifier"
"\N","http://edamontology.org/data_0975","Data resource identifier"
"\N","http://edamontology.org/data_0976","Identifier (by type of data)"
"\N","http://edamontology.org/data_0977","Tool identifier"
"\N","http://edamontology.org/data_0978","Discrete entity identifier"
"\N","http://edamontology.org/data_0979","Entity feature identifier"
"\N","http://edamontology.org/data_0980","Entity collection identifier"
"\N","http://edamontology.org/data_0981","Phenomenon identifier"
"\N","http://edamontology.org/data_0982","Molecule identifier"
"\N","http://edamontology.org/data_0983","Atom ID"
"\N","http://edamontology.org/data_0984","Molecule name"
"\N","http://edamontology.org/data_0985","Molecule type"
"\N","http://edamontology.org/data_0986","Chemical identifier"
"\N","http://edamontology.org/data_0987","Chromosome name"
"\N","http://edamontology.org/data_0988","Peptide identifier"
"\N","http://edamontology.org/data_0989","Protein identifier"
"\N","http://edamontology.org/data_0990","Compound name"
"\N","http://edamontology.org/data_0991","Chemical registry number"
"\N","http://edamontology.org/data_0992","Ligand identifier"
"\N","http://edamontology.org/data_0993","Drug identifier"
"\N","http://edamontology.org/data_0994","Amino acid identifier"
"\N","http://edamontology.org/data_0995","Nucleotide identifier"
"\N","http://edamontology.org/data_0996","Monosaccharide identifier"
"\N","http://edamontology.org/data_0997","Chemical name (ChEBI)"
"\N","http://edamontology.org/data_0998","Chemical name (IUPAC)"
"\N","http://edamontology.org/data_0999","Chemical name (INN)"
"\N","http://edamontology.org/data_1000","Chemical name (brand)"
"\N","http://edamontology.org/data_1001","Chemical name (synonymous)"
"\N","http://edamontology.org/data_1002","CAS number"
"\N","http://edamontology.org/data_1003","Chemical registry number (Beilstein)"
"\N","http://edamontology.org/data_1004","Chemical registry number (Gmelin)"
"\N","http://edamontology.org/data_1005","HET group name"
"\N","http://edamontology.org/data_1006","Amino acid name"
"\N","http://edamontology.org/data_1007","Nucleotide code"
"\N","http://edamontology.org/data_1008","Polypeptide chain ID"
"\N","http://edamontology.org/data_1009","Protein name"
"\N","http://edamontology.org/data_1010","Enzyme identifier"
"\N","http://edamontology.org/data_1011","EC number"
"\N","http://edamontology.org/data_1012","Enzyme name"
"\N","http://edamontology.org/data_1013","Restriction enzyme name"
"\N","http://edamontology.org/data_1014","Sequence position specification"
"\N","http://edamontology.org/data_1015","Sequence feature ID"
"\N","http://edamontology.org/data_1016","Sequence position"
"\N","http://edamontology.org/data_1017","Sequence range"
"\N","http://edamontology.org/data_1018","Nucleic acid feature identifier"
"\N","http://edamontology.org/data_1019","Protein feature identifier"
"\N","http://edamontology.org/data_1020","Sequence feature key"
"\N","http://edamontology.org/data_1021","Sequence feature qualifier"
"\N","http://edamontology.org/data_1022","Sequence feature label"
"\N","http://edamontology.org/data_1023","EMBOSS Uniform Feature Object"
"\N","http://edamontology.org/data_1024","Codon name"
"\N","http://edamontology.org/data_1025","Gene identifier"
"\N","http://edamontology.org/data_1026","Gene symbol"
"\N","http://edamontology.org/data_1027","Gene ID (NCBI)"
"\N","http://edamontology.org/data_1028","Gene identifier (NCBI RefSeq)"
"\N","http://edamontology.org/data_1029","Gene identifier (NCBI UniGene)"
"\N","http://edamontology.org/data_1030","Gene identifier (Entrez)"
"\N","http://edamontology.org/data_1031","Gene ID (CGD)"
"\N","http://edamontology.org/data_1032","Gene ID (DictyBase)"
"\N","http://edamontology.org/data_1033","Ensembl gene ID"
"\N","http://edamontology.org/data_1034","Gene ID (SGD)"
"\N","http://edamontology.org/data_1035","Gene ID (GeneDB)"
"\N","http://edamontology.org/data_1036","TIGR identifier"
"\N","http://edamontology.org/data_1037","TAIR accession (gene)"
"\N","http://edamontology.org/data_1038","Protein domain ID"
"\N","http://edamontology.org/data_1039","SCOP domain identifier"
"\N","http://edamontology.org/data_1040","CATH domain ID"
"\N","http://edamontology.org/data_1041","SCOP concise classification string (sccs)"
"\N","http://edamontology.org/data_1042","SCOP sunid"
"\N","http://edamontology.org/data_1043","CATH node ID"
"\N","http://edamontology.org/data_1044","Kingdom name"
"\N","http://edamontology.org/data_1045","Species name"
"\N","http://edamontology.org/data_1046","Strain name"
"\N","http://edamontology.org/data_1047","URI"
"\N","http://edamontology.org/data_1048","Database ID"
"\N","http://edamontology.org/data_1049","Directory name"
"\N","http://edamontology.org/data_1050","File name"
"\N","http://edamontology.org/data_1051","Ontology name"
"\N","http://edamontology.org/data_1052","URL"
"\N","http://edamontology.org/data_1053","URN"
"\N","http://edamontology.org/data_1055","LSID"
"\N","http://edamontology.org/data_1056","Database name"
"\N","http://edamontology.org/data_1057","Sequence database name"
"\N","http://edamontology.org/data_1058","Enumerated file name"
"\N","http://edamontology.org/data_1059","File name extension"
"\N","http://edamontology.org/data_1060","File base name"
"\N","http://edamontology.org/data_1061","QSAR descriptor name"
"\N","http://edamontology.org/data_1062","Database entry identifier"
"\N","http://edamontology.org/data_1063","Sequence identifier"
"\N","http://edamontology.org/data_1064","Sequence set ID"
"\N","http://edamontology.org/data_1065","Sequence signature identifier"
"\N","http://edamontology.org/data_1066","Sequence alignment ID"
"\N","http://edamontology.org/data_1067","Phylogenetic distance matrix identifier"
"\N","http://edamontology.org/data_1068","Phylogenetic tree ID"
"\N","http://edamontology.org/data_1069","Comparison matrix identifier"
"\N","http://edamontology.org/data_1070","Structure ID"
"\N","http://edamontology.org/data_1071","Structural (3D) profile ID"
"\N","http://edamontology.org/data_1072","Structure alignment ID"
"\N","http://edamontology.org/data_1073","Amino acid index ID"
"\N","http://edamontology.org/data_1074","Protein interaction ID"
"\N","http://edamontology.org/data_1075","Protein family identifier"
"\N","http://edamontology.org/data_1076","Codon usage table name"
"\N","http://edamontology.org/data_1077","Transcription factor identifier"
"\N","http://edamontology.org/data_1078","Experiment annotation ID"
"\N","http://edamontology.org/data_1079","Electron microscopy model ID"
"\N","http://edamontology.org/data_1080","Gene expression report ID"
"\N","http://edamontology.org/data_1081","Genotype and phenotype annotation ID"
"\N","http://edamontology.org/data_1082","Pathway or network identifier"
"\N","http://edamontology.org/data_1083","Workflow ID"
"\N","http://edamontology.org/data_1084","Data resource definition ID"
"\N","http://edamontology.org/data_1085","Biological model ID"
"\N","http://edamontology.org/data_1086","Compound identifier"
"\N","http://edamontology.org/data_1087","Ontology concept ID"
"\N","http://edamontology.org/data_1088","Article ID"
"\N","http://edamontology.org/data_1089","FlyBase ID"
"\N","http://edamontology.org/data_1091","WormBase name"
"\N","http://edamontology.org/data_1092","WormBase class"
"\N","http://edamontology.org/data_1093","Sequence accession"
"\N","http://edamontology.org/data_1094","Sequence type"
"\N","http://edamontology.org/data_1095","EMBOSS Uniform Sequence Address"
"\N","http://edamontology.org/data_1096","Sequence accession (protein)"
"\N","http://edamontology.org/data_1097","Sequence accession (nucleic acid)"
"\N","http://edamontology.org/data_1098","RefSeq accession"
"\N","http://edamontology.org/data_1099","UniProt accession (extended)"
"\N","http://edamontology.org/data_1100","PIR identifier"
"\N","http://edamontology.org/data_1101","TREMBL accession"
"\N","http://edamontology.org/data_1102","Gramene primary identifier"
"\N","http://edamontology.org/data_1103","EMBL/GenBank/DDBJ ID"
"\N","http://edamontology.org/data_1104","Sequence cluster ID (UniGene)"
"\N","http://edamontology.org/data_1105","dbEST accession"
"\N","http://edamontology.org/data_1106","dbSNP ID"
"\N","http://edamontology.org/data_1110","EMBOSS sequence type"
"\N","http://edamontology.org/data_1111","EMBOSS listfile"
"\N","http://edamontology.org/data_1112","Sequence cluster ID"
"\N","http://edamontology.org/data_1113","Sequence cluster ID (COG)"
"\N","http://edamontology.org/data_1114","Sequence motif identifier"
"\N","http://edamontology.org/data_1115","Sequence profile ID"
"\N","http://edamontology.org/data_1116","ELM ID"
"\N","http://edamontology.org/data_1117","Prosite accession number"
"\N","http://edamontology.org/data_1118","HMMER hidden Markov model ID"
"\N","http://edamontology.org/data_1119","JASPAR profile ID"
"\N","http://edamontology.org/data_1120","Sequence alignment type"
"\N","http://edamontology.org/data_1121","BLAST sequence alignment type"
"\N","http://edamontology.org/data_1122","Phylogenetic tree type"
"\N","http://edamontology.org/data_1123","TreeBASE study accession number"
"\N","http://edamontology.org/data_1124","TreeFam accession number"
"\N","http://edamontology.org/data_1125","Comparison matrix type"
"\N","http://edamontology.org/data_1126","Comparison matrix name"
"\N","http://edamontology.org/data_1127","PDB ID"
"\N","http://edamontology.org/data_1128","AAindex ID"
"\N","http://edamontology.org/data_1129","BIND accession number"
"\N","http://edamontology.org/data_1130","IntAct accession number"
"\N","http://edamontology.org/data_1131","Protein family name"
"\N","http://edamontology.org/data_1132","InterPro entry name"
"\N","http://edamontology.org/data_1133","InterPro accession"
"\N","http://edamontology.org/data_1134","InterPro secondary accession"
"\N","http://edamontology.org/data_1135","Gene3D ID"
"\N","http://edamontology.org/data_1136","PIRSF ID"
"\N","http://edamontology.org/data_1137","PRINTS code"
"\N","http://edamontology.org/data_1138","Pfam accession number"
"\N","http://edamontology.org/data_1139","SMART accession number"
"\N","http://edamontology.org/data_1140","Superfamily hidden Markov model number"
"\N","http://edamontology.org/data_1141","TIGRFam ID"
"\N","http://edamontology.org/data_1142","ProDom accession number"
"\N","http://edamontology.org/data_1143","TRANSFAC accession number"
"\N","http://edamontology.org/data_1144","ArrayExpress accession number"
"\N","http://edamontology.org/data_1145","PRIDE experiment accession number"
"\N","http://edamontology.org/data_1146","EMDB ID"
"\N","http://edamontology.org/data_1147","GEO accession number"
"\N","http://edamontology.org/data_1148","GermOnline ID"
"\N","http://edamontology.org/data_1149","EMAGE ID"
"\N","http://edamontology.org/data_1150","Disease ID"
"\N","http://edamontology.org/data_1151","HGVbase ID"
"\N","http://edamontology.org/data_1152","HIVDB identifier"
"\N","http://edamontology.org/data_1153","OMIM ID"
"\N","http://edamontology.org/data_1154","KEGG object identifier"
"\N","http://edamontology.org/data_1155","Pathway ID (reactome)"
"\N","http://edamontology.org/data_1156","Pathway ID (aMAZE)"
"\N","http://edamontology.org/data_1157","Pathway ID (BioCyc)"
"\N","http://edamontology.org/data_1158","Pathway ID (INOH)"
"\N","http://edamontology.org/data_1159","Pathway ID (PATIKA)"
"\N","http://edamontology.org/data_1160","Pathway ID (CPDB)"
"\N","http://edamontology.org/data_1161","Pathway ID (Panther)"
"\N","http://edamontology.org/data_1162","MIRIAM identifier"
"\N","http://edamontology.org/data_1163","MIRIAM data type name"
"\N","http://edamontology.org/data_1164","MIRIAM URI"
"\N","http://edamontology.org/data_1165","MIRIAM data type primary name"
"\N","http://edamontology.org/data_1166","MIRIAM data type synonymous name"
"\N","http://edamontology.org/data_1167","Taverna workflow ID"
"\N","http://edamontology.org/data_1170","Biological model name"
"\N","http://edamontology.org/data_1171","BioModel ID"
"\N","http://edamontology.org/data_1172","PubChem CID"
"\N","http://edamontology.org/data_1173","ChemSpider ID"
"\N","http://edamontology.org/data_1174","ChEBI ID"
"\N","http://edamontology.org/data_1175","BioPax concept ID"
"\N","http://edamontology.org/data_1176","GO concept ID"
"\N","http://edamontology.org/data_1177","MeSH concept ID"
"\N","http://edamontology.org/data_1178","HGNC concept ID"
"\N","http://edamontology.org/data_1179","NCBI taxonomy ID"
"\N","http://edamontology.org/data_1180","Plant Ontology concept ID"
"\N","http://edamontology.org/data_1181","UMLS concept ID"
"\N","http://edamontology.org/data_1182","FMA concept ID"
"\N","http://edamontology.org/data_1183","EMAP concept ID"
"\N","http://edamontology.org/data_1184","ChEBI concept ID"
"\N","http://edamontology.org/data_1185","MGED concept ID"
"\N","http://edamontology.org/data_1186","myGrid concept ID"
"\N","http://edamontology.org/data_1187","PubMed ID"
"\N","http://edamontology.org/data_1188","DOI"
"\N","http://edamontology.org/data_1189","Medline UI"
"\N","http://edamontology.org/data_1190","Tool name"
"\N","http://edamontology.org/data_1191","Tool name (signature)"
"\N","http://edamontology.org/data_1192","Tool name (BLAST)"
"\N","http://edamontology.org/data_1193","Tool name (FASTA)"
"\N","http://edamontology.org/data_1194","Tool name (EMBOSS)"
"\N","http://edamontology.org/data_1195","Tool name (EMBASSY package)"
"\N","http://edamontology.org/data_1201","QSAR descriptor (constitutional)"
"\N","http://edamontology.org/data_1202","QSAR descriptor (electronic)"
"\N","http://edamontology.org/data_1203","QSAR descriptor (geometrical)"
"\N","http://edamontology.org/data_1204","QSAR descriptor (topological)"
"\N","http://edamontology.org/data_1205","QSAR descriptor (molecular)"
"\N","http://edamontology.org/data_1233","Sequence set (protein)"
"\N","http://edamontology.org/data_1234","Sequence set (nucleic acid)"
"\N","http://edamontology.org/data_1235","Sequence cluster"
"\N","http://edamontology.org/data_1236","Psiblast checkpoint file"
"\N","http://edamontology.org/data_1237","HMMER synthetic sequences set"
"\N","http://edamontology.org/data_1238","Proteolytic digest"
"\N","http://edamontology.org/data_1239","Restriction digest"
"\N","http://edamontology.org/data_1240","PCR primers"
"\N","http://edamontology.org/data_1241","vectorstrip cloning vector definition file"
"\N","http://edamontology.org/data_1242","Primer3 internal oligo mishybridizing library"
"\N","http://edamontology.org/data_1243","Primer3 mispriming library file"
"\N","http://edamontology.org/data_1244","primersearch primer pairs sequence record"
"\N","http://edamontology.org/data_1245","Sequence cluster (protein)"
"\N","http://edamontology.org/data_1246","Sequence cluster (nucleic acid)"
"\N","http://edamontology.org/data_1249","Sequence length"
"\N","http://edamontology.org/data_1250","Word size"
"\N","http://edamontology.org/data_1251","Window size"
"\N","http://edamontology.org/data_1252","Sequence length range"
"\N","http://edamontology.org/data_1253","Sequence information report"
"\N","http://edamontology.org/data_1254","Sequence property"
"\N","http://edamontology.org/data_1255","Sequence features"
"\N","http://edamontology.org/data_1256","Sequence features (comparative)"
"\N","http://edamontology.org/data_1257","Sequence property (protein)"
"\N","http://edamontology.org/data_1258","Sequence property (nucleic acid)"
"\N","http://edamontology.org/data_1259","Sequence complexity report"
"\N","http://edamontology.org/data_1260","Sequence ambiguity report"
"\N","http://edamontology.org/data_1261","Sequence composition report"
"\N","http://edamontology.org/data_1262","Peptide molecular weight hits"
"\N","http://edamontology.org/data_1263","Base position variability plot"
"\N","http://edamontology.org/data_1264","Sequence composition table"
"\N","http://edamontology.org/data_1265","Base frequencies table"
"\N","http://edamontology.org/data_1266","Base word frequencies table"
"\N","http://edamontology.org/data_1267","Amino acid frequencies table"
"\N","http://edamontology.org/data_1268","Amino acid word frequencies table"
"\N","http://edamontology.org/data_1269","DAS sequence feature annotation"
"\N","http://edamontology.org/data_1270","Feature table"
"\N","http://edamontology.org/data_1274","Map"
"\N","http://edamontology.org/data_1276","Nucleic acid features"
"\N","http://edamontology.org/data_1277","Protein features"
"\N","http://edamontology.org/data_1278","Genetic map"
"\N","http://edamontology.org/data_1279","Sequence map"
"\N","http://edamontology.org/data_1280","Physical map"
"\N","http://edamontology.org/data_1281","Sequence signature map"
"\N","http://edamontology.org/data_1283","Cytogenetic map"
"\N","http://edamontology.org/data_1284","DNA transduction map"
"\N","http://edamontology.org/data_1285","Gene map"
"\N","http://edamontology.org/data_1286","Plasmid map"
"\N","http://edamontology.org/data_1288","Genome map"
"\N","http://edamontology.org/data_1289","Restriction map"
"\N","http://edamontology.org/data_1290","InterPro compact match image"
"\N","http://edamontology.org/data_1291","InterPro detailed match image"
"\N","http://edamontology.org/data_1292","InterPro architecture image"
"\N","http://edamontology.org/data_1293","SMART protein schematic"
"\N","http://edamontology.org/data_1294","GlobPlot domain image"
"\N","http://edamontology.org/data_1298","Sequence motif matches"
"\N","http://edamontology.org/data_1299","Sequence features (repeats)"
"\N","http://edamontology.org/data_1300","Gene and transcript structure (report)"
"\N","http://edamontology.org/data_1301","Mobile genetic elements"
"\N","http://edamontology.org/data_1303","Nucleic acid features (quadruplexes)"
"\N","http://edamontology.org/data_1306","Nucleosome exclusion sequences"
"\N","http://edamontology.org/data_1309","Gene features (exonic splicing enhancer)"
"\N","http://edamontology.org/data_1310","Nucleic acid features (microRNA)"
"\N","http://edamontology.org/data_1313","Coding region"
"\N","http://edamontology.org/data_1314","Gene features (SECIS element)"
"\N","http://edamontology.org/data_1315","Transcription factor binding sites"
"\N","http://edamontology.org/data_1321","Protein features (sites)"
"\N","http://edamontology.org/data_1322","Protein features report (signal peptides)"
"\N","http://edamontology.org/data_1323","Protein features report (cleavage sites)"
"\N","http://edamontology.org/data_1324","Protein features (post-translation modifications)"
"\N","http://edamontology.org/data_1325","Protein features report (active sites)"
"\N","http://edamontology.org/data_1326","Protein features report (binding sites)"
"\N","http://edamontology.org/data_1327","Protein features (epitopes)"
"\N","http://edamontology.org/data_1328","Protein features report (nucleic acid binding sites)"
"\N","http://edamontology.org/data_1329","MHC Class I epitopes report"
"\N","http://edamontology.org/data_1330","MHC Class II epitopes report"
"\N","http://edamontology.org/data_1331","Protein features (PEST sites)"
"\N","http://edamontology.org/data_1338","Sequence database hits scores list"
"\N","http://edamontology.org/data_1339","Sequence database hits alignments list"
"\N","http://edamontology.org/data_1340","Sequence database hits evaluation data"
"\N","http://edamontology.org/data_1344","MEME motif alphabet"
"\N","http://edamontology.org/data_1345","MEME background frequencies file"
"\N","http://edamontology.org/data_1346","MEME motifs directive file"
"\N","http://edamontology.org/data_1347","Dirichlet distribution"
"\N","http://edamontology.org/data_1348","HMM emission and transition counts"
"\N","http://edamontology.org/data_1352","Regular expression"
"\N","http://edamontology.org/data_1353","Sequence motif"
"\N","http://edamontology.org/data_1354","Sequence profile"
"\N","http://edamontology.org/data_1355","Protein signature"
"\N","http://edamontology.org/data_1358","Prosite nucleotide pattern"
"\N","http://edamontology.org/data_1359","Prosite protein pattern"
"\N","http://edamontology.org/data_1361","Position frequency matrix"
"\N","http://edamontology.org/data_1362","Position weight matrix"
"\N","http://edamontology.org/data_1363","Information content matrix"
"\N","http://edamontology.org/data_1364","Hidden Markov model"
"\N","http://edamontology.org/data_1365","Fingerprint"
"\N","http://edamontology.org/data_1368","Domainatrix signature"
"\N","http://edamontology.org/data_1371","HMMER NULL hidden Markov model"
"\N","http://edamontology.org/data_1372","Protein family signature"
"\N","http://edamontology.org/data_1373","Protein domain signature"
"\N","http://edamontology.org/data_1374","Protein region signature"
"\N","http://edamontology.org/data_1375","Protein repeat signature"
"\N","http://edamontology.org/data_1376","Protein site signature"
"\N","http://edamontology.org/data_1377","Protein conserved site signature"
"\N","http://edamontology.org/data_1378","Protein active site signature"
"\N","http://edamontology.org/data_1379","Protein binding site signature"
"\N","http://edamontology.org/data_1380","Protein post-translational modification signature"
"\N","http://edamontology.org/data_1381","Pair sequence alignment"
"\N","http://edamontology.org/data_1382","Sequence alignment (multiple)"
"\N","http://edamontology.org/data_1383","Nucleic acid sequence alignment"
"\N","http://edamontology.org/data_1384","Protein sequence alignment"
"\N","http://edamontology.org/data_1385","Hybrid sequence alignment"
"\N","http://edamontology.org/data_1386","Sequence alignment (nucleic acid pair)"
"\N","http://edamontology.org/data_1387","Sequence alignment (protein pair)"
"\N","http://edamontology.org/data_1388","Hybrid sequence alignment (pair)"
"\N","http://edamontology.org/data_1389","Multiple nucleotide sequence alignment"
"\N","http://edamontology.org/data_1390","Multiple protein sequence alignment"
"\N","http://edamontology.org/data_1394","Alignment score or penalty"
"\N","http://edamontology.org/data_1395","Score end gaps control"
"\N","http://edamontology.org/data_1396","Aligned sequence order"
"\N","http://edamontology.org/data_1397","Gap opening penalty"
"\N","http://edamontology.org/data_1398","Gap extension penalty"
"\N","http://edamontology.org/data_1399","Gap separation penalty"
"\N","http://edamontology.org/data_1400","Terminal gap penalty"
"\N","http://edamontology.org/data_1401","Match reward score"
"\N","http://edamontology.org/data_1402","Mismatch penalty score"
"\N","http://edamontology.org/data_1403","Drop off score"
"\N","http://edamontology.org/data_1404","Gap opening penalty (integer)"
"\N","http://edamontology.org/data_1405","Gap opening penalty (float)"
"\N","http://edamontology.org/data_1406","Gap extension penalty (integer)"
"\N","http://edamontology.org/data_1407","Gap extension penalty (float)"
"\N","http://edamontology.org/data_1408","Gap separation penalty (integer)"
"\N","http://edamontology.org/data_1409","Gap separation penalty (float)"
"\N","http://edamontology.org/data_1410","Terminal gap opening penalty"
"\N","http://edamontology.org/data_1411","Terminal gap extension penalty"
"\N","http://edamontology.org/data_1412","Sequence identity"
"\N","http://edamontology.org/data_1413","Sequence similarity"
"\N","http://edamontology.org/data_1414","Sequence alignment metadata (quality report)"
"\N","http://edamontology.org/data_1415","Sequence alignment report (site conservation)"
"\N","http://edamontology.org/data_1416","Sequence alignment report (site correlation)"
"\N","http://edamontology.org/data_1417","Sequence-profile alignment (Domainatrix signature)"
"\N","http://edamontology.org/data_1418","Sequence-profile alignment (HMM)"
"\N","http://edamontology.org/data_1420","Sequence-profile alignment (fingerprint)"
"\N","http://edamontology.org/data_1426","Phylogenetic continuous quantitative data"
"\N","http://edamontology.org/data_1427","Phylogenetic discrete data"
"\N","http://edamontology.org/data_1428","Phylogenetic character cliques"
"\N","http://edamontology.org/data_1429","Phylogenetic invariants"
